	step01	frequency_step1
871	Block-Csoport	2
872	új tagok	2
873	Legát Tibor	6
874	Pintér Ambrus Osb	1
875	Dudás Dezső Dd55 Galéria Köln	2
876	Bevezetőt mond: Ami Barak a kiállítás kurátora	1
877	Hegyes Sándor	2
878	Lőrinczy György (1935-81)	2
879	Rényi András PhD	2
880	Rózsa István Tamás	2
881	Munkacsoport.net	2
882	László Lakner	4
883	A kiállítók	2
884	Sugár János (képzőművész)	2
885	Görög Ferenc Gábor (Tatlin)	2
886	Sorin Neamtu	2
887	Törteli Lilla	2
888	Hoffmann gyűjtemény	2
889	Bakos Ildikó...	2
890	Habis László	2
891	Maja Fowkes	4
892	Albert Adam	2
893	Balogh Balázs Dla építész	1
894	Pók István	4
895	Labus Máté	2
896	Kecskemétfilm rajzfilmstúdió filmbemutatója	1
897	Anton Glikin	2
898	Katharina Swoboda	2
899	Christian Aumüller	2
900	Kiállítás a Japán Alapítvány szervezésében	1
901	és a Ludwig Múzeum kurátori kollektívája	2
902	Dr. Spengler Katalin	1
903	Kazsik Marcell	7
904	Szabó Sarolta	4
905	Woody Allen: Agyament Harry	1
906	Várkert Bazár	6
907	Natalia Turnova és az Obschee Vzdragivanie csoport	1
908	Jeremy Deller	7
909	Nan (Alicja I Adam Panasiewicz) Rafani	1
910	Rövid Márton	4
911	Viktor Hulík	2
912	Török Gábor	4
913	Lillian Dahle	2
914	Büro imaginaire	2
915	Keserü Károly	26
916	Sanai Masafumi	4
917	Miroslaw Balka	2
918	Czajlik József	2
919	Juan Dies (Esp)	1
920	Góra Orsolya	11
921	Rolf Denzel	4
922	Orsós Judit	2
923	Lev Melihov	2
924	Cserepes Károly	2
925	Kepp Showroom	2
926	Bojár Iván András	33
927	Szécsi András	4
928	Válogatás a 2013-as Tallinni Építészeti Biennálé nemzetközi pályázatának anyagából	4
929	Tornyai Péter	10
930	Farkas Rita	11
931	Szatmári Gizella	2
932	Kiss Ágnes Katinka	1
933	Anton Lederer	2
934	Bánki Ákos	144
935	Gabriel Kosmály fotografikus	2
936	a C3 igazgatója	2
937	Heckenast János	2
938	Mta Krtk Világggazdasági Intézet	2
939	Lengyel András grafikusművész	3
940	szobrászok	2
941	Raheleh Mohammad	1
942	Munka-kör	4
943	Christy Johnson (Usa)	4
944	közreműködik: Völner Eszter	2
945	Varga melinda	1
946	Tellervo Kalleinen & Oliver Kochta-Kalleinen	2
947	Foster Jakab	1
948	Gajda Barnabás	2
949	Serban Savu	2
950	Philip Pocock	7
951	planetmalcolm	2
952	Pp Group	2
953	Marko Tadic	8
954	közreműködik: Kadri Voorand (ének	2
955	Slavko Vorkapich	2
956	Szita István	1
957	Kék	2
958	Szűcs Károly művészettörténész	1
959	Horváth Márk filozófus	3
960	Mircea Cantor	8
961	Képek	2
962	Andrzej Jakub Olejniczak (pl/uS)	1
963	Dj Yokes	2
964	Seregi Tamás esztéta	5
965	Katz Katalin szociológus (Jeruzsálemi Egyetem)	2
966	Tóth Dominika Dalma	2
967	Kaposi Júlia	2
968	Sam Stabler	2
969	az Agentur der Fotografen	1
970	Petrányi Zsolt Fabényi Juliával beszélget	1
971	Eleni Tsakopoulos Kounalakis  az Usa magyarországi Nagykövete	1
972	Zuzu-Vető (Méhes Lóránt- Vető János/NahTe)	2
973	Andrey Nepomnyaschev (Ru)	2
974	Manuel	2
975	Chris Clark	2
976	Osgyán Gergő	2
977	Hegedűs Tibor	2
978	Gróf Ferenc (Hu)	2
979	Szentgyörgyi József	1
980	Paula Rae Gibson	5
981	Gosztola Kitti - Hegedűs Fanni - Pálinkás Bence György	1
982	Somhegyi Zoltán kritikus	3
983	Farkas Anna	13
984	Kiss Adél	10
985	Dombay Győző	3
986	Hervé Ferrage	4
987	Marko Tadiæ [Hr]	2
988	Szalay Pál	2
989	Franz Hubmann	2
990	Turek Miklós színművész	1
991	Anima Sound System	2
992	Dresch Mihály	15
993	Kelemen	2
994	Nezer Berliner Kunstverein	2
995	Sáska Támasz	2
996	Tarján Hédi	1
997	Halász Előd	2
998	Tubákos Ádám	2
999	Dimitrij Zsilinszkij	2
1000	Karafiáth Orsolya  költő	2
1001	Magdaléna Klobúèniková	2
1002	Czakó Péter	2
1003	Alan Parker: Promenád a gyönyörbe	1
1004	Marcin Kedzierski + Sándor Krisztián	2
1005	zenés performansz	2
1006	Joó Emese	2
1007	Pomázi Csalánok tánczenekar	1
1008	Közreműködik: United Gods (Kecskés Péter  Miklós Péter	2
1009	Dr. Mészáros Flóra művészettörténész	2
1010	Boris Steiner	2
1011	K. Horváth Zsolt	16
1012	Ravasz Erzsébet	1
1013	Perjovschi	2
1014	Birkás Mónika	2
1015	John O. Balian az Usa Nagykövetségének kulturális attachéja	2
1016	Jasna Hribernik és Zmago Lenardic	2
1017	Gergye Krisztián táncművész	2
1018	Roi Vaara	2
1019	Farkas Zsófia	23
1020	Makarius Sameer	4
1021	Albert	1
1022	moderátorok: Kerényi Máté	2
1023	Füredy Lilly	2
1024	Horváth Csaba	5
1025	Nemes János Pál	2
1026	Hangyel Orsolya	9
1027	NémethHajnal	2
1028	Zsuzsa Darab	1
1029	Cserna-Szabó András	2
1030	Lénárt Zsuzsanna	2
1031	Simon Liddiment	2
1032	Balla Attila	1
1033	Dániel Fodor Dániel	2
1034	Molnár Péter fotókiállítása	2
1035	Elekes	2
1036	Nagy Kriszta Tereskova x-T	3
1037	Sven	1
1038	Magyar Tudományos Akadémia Fény Év programbizottságának elnöke	2
1039	Lucia Călinescu	2
1040	Olga Kisseleva (Ru/Fr)	2
1041	Színész Bob	2
1042	Hudák Maja	2
1043	Fabenyi Julia	2
1044	Brückner János	42
1045	Botond Keresztesi	2
1046	Artner Sisso	2
1047	Kangiszer Dóra	4
1048	Hints	1
1049	József Attila Kör elnöksége	2
1050	környezetpszichológus	2
1051	Zolnay Pál	2
1052	Hans Schüle	3
1053	László Zsuzsi	2
1054	A Magyar Garfikáért Alapítány	1
1055	Téglás Anna	2
1056	a Filmvilág kritikusa	4
1057	Kőhegyi László	2
1058	Pavla Sceranková (Sk)	2
1059	Nemcsik Dávid	2
1060	Mke – Intermédia szak: Szimán György	2
1061	V. Májerszky Róbert	4
1062	Vasarely	4
1063	Havas Gábor szociológus	1
1064	Hanna Wróblewska	2
1065	Ondřej Kopřiva and Tomáš Kajánek: Litany of   precariat	2
1066	Alexey Katalkin	2
1067	Farkas L. Zsuzsa	2
1068	efZámbó	2
1069	Rácz Miklós	3
1070	Adalberto Mecarelli	2
1071	A Svájci Államszövetség Magyarországi Nagykövetsége és a Pro Helvetia Svájci Kulturális Alapítvány kiállítása	2
1072	Ana Venus (kisérleti zene)	2
1073	Kukorelly Endre író	2
1074	Novokreszcsenkov Tamás	2
1075	Nemes Attila (alapító  Os Kantine)	2
1076	Pálffy György építész	1
1077	Károlyi zsigmond	2
1078	Beyer György	2
1079	secco & freshko	2
1080	Brájer Éva	4
1081	Bor István	1
1082	Oravecz Tíme	2
1083	Varga Katalin	2
1084	Révész Anna	4
1085	Duncan Poulton (Uk)	1
1086	Nagy Kristóf	13
1087	Édeske	2
1088	Sógor Ákos	1
1089	Nemzetközi útlevél és személyi igazolvány kiállítás 256 művész részvételével	2
1090	Dr. Turai G. Kamil	1
1091	P.Szabó Ernő művészettörténész	3
1092	Ázbej Kristóf	36
1093	kisFilmszemle	2
1094	Pézman Andrea (Sk)	2
1095	Dóra Attila (basszusklarinét)	2
1096	az Fkse több	2
1097	Bárdosi Ibolya	1
1098	Juhász	2
1099	Rutkai Bori - ének	2
1100	Daróczi Ágnes (Romano Instituto Alapítvány igazgatója	2
1101	Miroslav Lazendić	2
1102	Tóth Richárd	2
1103	Készman József	155
1104	Válogatás a Mamű archív anyagaiból / Selection from the Mamű archives	1
1105	Bartók Béla	2
1106	Kálna Natália - népi hegedű	1
1107	Thorday Filoména	2
1108	Sarmen Beglarian	2
1109	Peter Weibel	14
1110	Membrandt	4
1111	bölcsész	1
1112	Marie Louise Gnauck	2
1113	Tóth Orsi	2
1114	Négyesi Ádám	6
1115	Bullet Shih (Us/Hu)	2
1116	Kelecsényi Csilla	34
1117	Szepessy Béla grafikusművész	3
1118	Szécsényi­-Nagy Loránd	2
1119	Műcsarnok	14
1120	Hitka Viktória	9
1121	Chiara Colasurdo / Teatro Valle Occupato	1
1122	Magda Grzybowska	2
1123	Kokó és Laca	2
1124	Fáy Miklós	2
1125	"20 órától: ""Queer Alliances Or How the Yogi Ended Up In the Box Club"" - Marty Huber performansz-előadása"	2
1126	Németh Juci	2
1127	Borostyánkői Mátyás építész	1
1128	Mohácsi András	3
1129	Krajcsovics Éva	15
1130	Tompa Ildikó	4
1131	Havas Bálint	16
1132	George Condo	2
1133	Szilágyi Anna	6
1134	előadóművész. Támogató: Vetlanda Kft.	4
1135	Burian Norbert m.v.	2
1136	Jan Zálešák	3
1137	Sária Lajos	2
1138	Peter Fritzenwallner	3
1139	Bondor Csilla Csurka Eszter Kucsora Márta Sipos Eszter Schmal Róza Verebics Ági Verebics Kati Földesi Barnabás Herman Levente Kondor Attila Kovács Lehel Lőrincz Tamás Péterfy Ábel Szotyory László	2
1140	Philipp Helga	3
1141	Kovács Gábor	3
1142	Gian LucaBorghese	2
1143	Budapest Főváros Xviii. kerület Pestszentlőrinc-Pestszentimre alpolgármestere	5
1144	Polgár Judit	2
1145	Potyók Tamás	6
1146	Bátorfi Andrea	15
1147	Nemesvölgyi Attila Sarki Fűszeres	2
1148	Korcsmár Eszter Kores	2
1149	Matzon Frigyes	2
1150	Osgyányi Sára	16
1151	Hernádi Paula	12
1152	kortárs videó művészek	2
1153	Boros Géza	7
1154	Bányász Éva	1
1155	Kopper Judit és Sólyom András	1
1156	Lorand / Lovas Ilona / Maurits Ferenc / Schmal Károly	2
1157	Janiga József	2
1158	Ferenczy Noémi	7
1159	Halt+Boring	1
1160	Prof. Erwin Birnmeyer festőművész	2
1161	Gartner Petra	2
1162	Schrett László	2
1163	Radnainé Dr. Fogarasi Katalin	2
1164	Vathy Zsuzsa	2
1165	a művészteleptelep alkotói	2
1166	Erdős János	2
1167	Elli Kuruş	2
1168	Szabics	2
1169	Jałowiński	2
1170	Present	1
1171	Natalija Ribovic	2
1172	.page	2
1173	Tarkó János	2
1174	Megnyitó Fickó	2
1175	Josef Strau (At)	2
1176	Czene Márta - Szabó Klára Petra  Csiszér Zsuzsi	2
1177	Nyugati pályaudvaron és a Ferenciek terén	2
1178	Fazekas Dániel	2
1179	Bánkúti Emese	2
1180	Aleksandar Srnec	4
1181	Bocsi Eszter	6
1182	Makláry Kálmán	6
1183	Korodi Luca	35
1184	Dr. Kroó Norbert	2
1185	Herczeg Fanni	2
1186	Dorothea Lange	2
1187	Lioba Pilgram	1
1188	Gránicz Tamás festőművész	2
1189	"""Szerviz"""	2
1190	Rényi Katalin	12
1191	Mészáros Szabolcs	2
1192	a Kitekintő főszerkesztője	2
1193	Schéner Mihály festőművész kiállítása	2
1194	portugál	1
1195	Kiss Andrea Fotóművész	2
1196	Arturo Infante	2
1197	Kabdebó Lóránt	2
1198	Ixion csoport (Lengyelország)	2
1199	John Cassavetes	2
1200	Kos Tibor  újabsztrakt festő	1
1201	Abid Hasan Noor	2
1202	Betty Bee	2
1203	rechnitzer zsófi	2
1204	Fehér László Kossuth-díjas festőművész	2
1205	Alexander Brener & Barbara Schurz (Ru/At)	2
1206	Csanádi Judit	9
1207	Szabados György	1
1208	Bartók János	2
1209	a budapesti Holland nagykövetség Kulturális Attaséja	2
1210	Bicskey László	2
1211	Gelencsér Gábor	13
1212	Dominik Ritszel	2
1213	Tichy Gyula	2
1214	Horváth Kinga	15
1215	Małgorzata Takács	2
1216	Fábián Petra	4
1217	Szalay Miklós	1
1218	Inke Arns	2
1219	Jadwiga Sawicka művészettörténész	2
1220	két nemzedék című kiállításon	1
1221	Hajas Tibor	33
1222	Reinigungsgesellschaft (D)	1
1223	Nagy Attila	9
1224	az Mke hallgatói	2
1225	Amerigo Tot	12
1226	Reichart Dóra	1
1227	Tilman Reiff	2
1228	Carl Magnus (S)	4
1229	közreműködik: Gábor-Nagy Nóra zongoraművész	1
1230	Film/ Baróti Éva	2
1231	Dobesch Máté	3
1232	Tamási Miklós	18
1233	Rein Oidekivi	2
1234	Nemes Csaba képzőművész	2
1235	a Goethe-Institut igazgatója	3
1236	Katona Norbert	4
1237	Geraszkoné Kirchner Zsuzsanna	2
1238	Rácz Dániel - trombita	1
1239	Sarbak Klára	4
1240	Földi Kinga	2
1241	Tóth Menyhért	16
1242	Toplak Zoltan	2
1243	médiaművész	4
1244	Nevres Akin (Tr)	2
1245	Coffie Ameniah	2
1246	Varkoly László	3
1247	Horváth Gideon	6
1248	Kántás Balázs	2
1249	Wacław Szpakowski	1
1250	Máthé Andrea	19
1251	Lajos György	2
1252	Galántai Zoltán	2
1253	Byron	2
1254	Mika Kitamura	1
1255	Élesd	2
1256	Hegyi Lórand	2
1257	Awacs (Piotr Grzybowski	1
1258	Havas Anikó	2
1259	Katharina Roters	23
1260	Magyari Péter újságíró	2
1261	El-Hassan Róza továbbá egyéb magán és közgyűjtemények képviselői.k	1
1262	atelier populaire	2
1263	Földes és Társai Építésziroda	2
1264	Logos Women: M. Darge & F. Vanhecke – Brüsszel	2
1265	Vágó Szabolcs	12
1266	a Nyolcak és az aktivisták huszadik század első negyedében készült alkotásai	2
1267	Domahidi Krisztina	2
1268	Kiss Dániel	2
1269	Palotai Erzsébet festőművész	2
1270	az Akademie für Angewandte Kunst	2
1271	Anca Benera és Arnold Estefan	2
1272	Fotós	1
1273	ifj Koffán Károly	7
1274	Alexandra Ranner	2
1275	E	61
1276	Dudás Ildikó	1
1277	KuglerArt Galéria)	2
1278	Hadik András	8
1279	Yogyakartai Képzőművészeti Egyetem diákjai	2
1280	Teodor Graur	5
1281	Brno)	2
1282	Jorek-Sárosi Benzon	2
1283	Gulyás István szerkesztő-műsorvezető	2
1284	Douglas Gordon	6
1285	Radu ComŞa	2
1286	Sántha András	2
1287	Évi Taskovics	1
1288	Miriam Schapiro	2
1289	Anetta Chiºa és Lucia Tkáèová	1
1290	Markéta Othova (Cz) és Szoló Ákos (H)	1
1291	Ránki Borbála	2
1292	Szlezák Szabina	1
1293	Ekler Dezső életmű-kiállítása	2
1294	Rene Bachrach Kristofic	2
1295	T. S. Eliot	2
1296	Nicola Paccagnella	2
1297	Kor­ha­tár nél­kül – csa­lá­di nap	5
1298	Szeifert Judit művészettörténész	17
1299	Susanne Gaensheimer	2
1300	Mátrai Erika	2
1301	Boros Tamás	3
1302	Vass Tibor	33
1303	Martinecz Márk	2
1304	Dr. Mecsi Beatrix művészettörténész	2
1305	Magyari Zsuzsi	2
1306	Rubint	2
1307	Almásy Otília  Bab Zsili	1
1308	Rajkamal Kahlon (Usa)	2
1309	Bujdos Attila	2
1310	Tölg-Molnár Zoltán	26
1311	Gulyás Gábor esztéta  a Műcsarnok igazgatója	1
1312	Tóth Márton Tibor	2
1313	Kigyós Borbála	2
1314	Donka Panna	2
1315	Bánki György pszichiáter	1
1316	Ines Doujak	1
1317	Beti Bricelj	4
1318	Rákossy Anna	2
1319	Gábor Tamás Indiana	2
1320	Lata Upathyaya	2
1321	Rendezte: Mohay Orsolya	3
1322	Mayer Év	2
1323	Chochol Károly Balogh Rudolf-díjas fotóművész	1
1324	Tasi Ákos	2
1325	Ampli Ferenc iszkaszentgyorgyi alpolgarmeszter	2
1326	Delaine Le Bas	3
1327	Lieber Erzsébet	6
1328	Csákány István	55
1329	Jan Sverák: Akkumulátor I.	1
1330	Bada Dada	9
1331	Kepes András dékán  Kommunikációs és Művészeti Kar	2
1332	Rimner János	2
1333	Gina Hora	1
1334	Grzegorz Drozd	3
1335	A kiallitast bevezeti Stanislas Pierret Egyuttmukodesi es kulturalis tanacsos	1
1336	Ingrid Schütz	2
1337	Munkácsi Márton	1
1338	Rupertinum	2
1339	Károlyi György	2
1340	Günter Brus	6
1341	Kőnig Frigyes Dla dr. Habil  rektor	2
1342	Otto Reitsperger	1
1343	Pályi Jenő	2
1344	Vincze Ottó	44
1345	Kizima Chikako	2
1346	Magyar Ádám	18
1347	Mező Ferenc	2
1348	Melanie Isverding	2
1349	Szalay Péter képzőművész	2
1350	Kristóf Gábor	68
1351	Köpöczi Rózsa	1
1352	Radó Gyula filmje:	1
1353	Csata Judit	2
1354	Svensson	2
1355	Nagy-Kálózy Eszter	2
1356	19 alkotó	2
1357	Peter Kogler	3
1358	Grzegorz Karnas Trio	2
1359	Megyeri Horváth Gábor	2
1360	Mózes Tamara	10
1361	Csernok Anna	4
1362	Bertha Ágnes	2
1363	Szűcs György	2
1364	Első Magyar Látványtár	7
1365	Makovecz Anna	13
1366	Simon Mullan	2
1367	dj Tibiota (Koraiés#8217;s Banditos)	2
1368	Fenyvesi Áron  Trafó	2
1369	Dr. Michael Zimmermann  budapesti osztrák nagykövet	2
1370	Gadány Jenő	1
1371	Gregory Dryapak	2
1372	Erdődy J.A	2
1373	Szűts Eszter	2
1374	Rajnai Ákos	16
1375	Kovács Kriszta	2
1376	Kovács Gergely	11
1377	Farkas Emese	2
1378	Helga Weihs	3
1379	Hannabi	2
1380	Káel Norbert	2
1381	Vinkó Leó	5
1382	Ignacio Martínez de Pisón	2
1383	Kerstin Franke-Gneuß	2
1384	Agnes von Uray: Shining – a létezés öröme a vásznon	1
1385	Gabriela Vanga	2
1386	Andreas Fogarasi (A)	2
1387	Tornyai János	15
1388	Erhardt Gábor	2
1389	Xv. századi művészek	2
1390	stb.	12
1391	Tomasz Baran	2
1392	Clint Eastwood: Fennsíkok csavargója	1
1393	Hans Bauer Oecsi	2
1394	Romvári Márton és Bálványos Anna	1
1395	újságíró	9
1396	Malgorzata Szandala	3
1397	Silvia Manazza	1
1398	Horváth Brigitta	1
1399	Lisa Glauer (Ger)	4
1400	Janota Orsolya	2
1401	Ile Adrián	2
1402	Tilo Werner	2
1403	Kang Yerin + Lee Chihoon	2
1404	Kósa János Dla  a Festő Tanszék vezetője	2
1405	Nicole Bohnet	1
1406	alkotás	2
1407	Kormos Mercedes	2
1408	Horváth Ildikó textilművész	1
1409	Jeroen de Rijke & Willem de Rooij	2
1410	Intermédia szak: Szimán György	2
1411	Lukáš Musil	2
1412	Bodó	2
1413	Szunyoghy  Viktória	2
1414	Hilla Ben Ari	2
1415	Ryan Schneider	1
1416	Deim Pál	38
1417	muzeológus	5
1418	Conflict Kitchen {Us}	2
1419	Pallagi Ferenc  újságíró	2
1420	Edita Voloscukova	1
1421	Antoine de Beaupré	2
1422	Hübner Aranka	2
1423	Holló Manuella	2
1424	Amanda Carvalho	2
1425	-Haris László fotóművész és Kincses Károly fotótörténész beszélget a szerzőről és képeiről.	2
1426	Jim Osborne	2
1427	Mekis D. János	2
1428	Subicz Gábor - szárnykürt	2
1429	Schlingloff Vilmos	4
1430	Nemes Csaba - Veress Zsolt	2
1431	Grzegorz Klaman	2
1432	Márkus András	2
1433	Arturo Schwarz	4
1434	Martin C. Herbst	20
1435	Kebiche Samira	2
1436	Blahó Borbála	39
1437	Stőhr Lóránt	2
1438	az Észt Építészek Szövetsége irányító testületének tagja	2
1439	Rudolf Sikora	2
1440	Judy Radul	2
1441	Dilar DIRIK/Jonas Staal	2
1442	Rigó Mária hagyományos filmkészítés kurzusa	2
1443	Előadó: Barkóczy Janka	1
1444	Berencsi Attila	2
1445	Mamű Társaság	8
1446	Konok Tamás  Kossuth - díjas képzőművész	2
1447	Szentmártoni János	4
1448	Alexander Markov	1
1449	Szaf	6
1450	László Dániel	20
1451	Margit Zsófia	4
1452	Aatoth Franyo & Karácsonyi Szalon	1
1453	Vajda Lajos Stúdió	9
1454	Sislej Xhafa	1
1455	Hedwig Houben	2
1456	holocaust-túlélő	2
1457	Tokai Gábor művészettörténész	4
1458	Filmvetítés	4
1459	Rózsa T. Endre	2
1460	Ezüst Gy. Zoltán	2
1461	Szentpéteri Szandra	4
1462	Benera Anca	1
1463	Ekler Dezső Dla	2
1464	Gia Edzgveradze	5
1465	Magdalena Frey	5
1466	Vajda János	2
1467	Macskássy Katalin	2
1468	A. Ádám József	2
1469	Vysoká ©kola Výtvarných Umení  Bratislava	2
1470	Dr. Beat Kaufmann a Svájci Nagykövetség ideiglenes ügyvivője	2
1471	nemmivoltunk crew	1
1472	Group of Six Authors	2
1473	Bezec Dróa	2
1474	Németh Sz. Péter	4
1475	Szíjártó Zsolt  kultúrakutató	2
1476	G	2
1477	Asri Sayrac (D)	2
1478	Lakatos Réka	2
1479	Kornis György festőművész	2
1480	André Mészáros	2
1481	Csáki István	4
1482	Vasvári Péter	4
1483	Thomas Freiler	2
1484	Kirsten Dunst	2
1485	Altay	1
1486	Both Eszter	2
1487	Roland Grabkowski	2
1488	Loup Blaster	1
1489	Varga Bertalan	12
1490	Jakob von Wagner	1
1491	Jari Arffman (Fi)	2
1492	az Elégia | Huszárik Zoltán rajzai c. kiállításon	2
1493	Szabó Péter	46
1494	a Múosz Fotóriporterek szakosztályának elnöke és a Magyar Fotóművészek Szövetségének elnökségi tagja	2
1495	Bureau d’Etudes	2
1496	Bernáth Aurél	9
1497	Bozsogi Nóra	8
1498	Germán Ágnes	2
1499	Kenneth Martin	2
1500	Nova Gravity (H)	2
1501	Gombos Lajos	1
1502	Varga Valentin	2
1503	Nasui Private Collection and Gallery	2
1504	Bereményi Géza író-rendező	2
1505	Marie Hél&#232;ne de La Forest Divonne	2
1506	Góg Emese	4
1507	Hamar Blanka	2
1508	Tasnádi Jocó	2
1509	Ronen Eidelman	2
1510	a Former West szerkesztői	2
1511	Kőrösi Boglárka	4
1512	Makovecz Imre	2
1513	Voronkó Vera	4
1514	Dr.Schneider Márta kulturális szakállamtitkár	2
1515	Nagy T	2
1516	Turay Balazs	1
1517	Tuula Wallatsaaari (Finnország)	2
1518	Molnár Gyula polgármester	1
1519	Ferenczi Károly	7
1520	Király Tamás - nagybőgő	1
1521	Tina Kult	2
1522	H.E. Mangasi Sihombing	2
1523	B. Laborcz Flóra	2
1524	Szabó Kristóf – Kristoflab	1
1525	Szilágyi Lackó emlékkiállítása	2
1526	Cyránski Mária	2
1527	Meghívott együttműködők:  (a résztvevők listája folyamatosan bővül)     Balogh Rodrigó (színész	2
1528	Hecher / Keim/ Koronczi	2
1529	Karolina Kowalska	2
1530	Makrai Patrik	2
1531	Gábor Áron	32
1532	Bán Zsófia	17
1533	Sim	2
1534	Kathrin Graf	2
1535	Kőrösi Sándor	1
1536	Balázs Viola Veronika	2
1537	Heather Dewey-Hagborg	2
1538	Minden művész	2
1539	Romvári János	2
1540	Francois Truffaut:  A menyasszony feketében volt	1
1541	Miroslav Lazendic	2
1542	Menno Aden	4
1543	Peer Krisztián  költő	1
1544	Zsemlye Ildikó	36
1545	Kotormán Ábel	2
1546	a 33. Magyar Sajtófotó Pályázat zsűrielnöke	1
1547	Sarnath Banerjee	2
1548	Kékesi Zoltán	37
1549	Pelin Guven	1
1550	A Fuga akutális kiállításai	2
1551	Steffi Stangl	2
1552	Ardai Ildikó	4
1553	Fabian Faltin (Bécs  Berlin)	2
1554	Pinuccio Sciola	1
1555	Hammer Ferenc	11
1556	Bornemisza Eszter	5
1557	Belegi Márta Sendorma	2
1558	Gizella Anna	2
1559	Szalai Eszter	3
1560	Nicolas Muler	2
1561	Szabó Franciska festőművész	2
1562	A Mapping the Local szeminárium	2
1563	Soós Károly – Sárai Borbála Luca	1
1564	Roland de Jong Orlando (Nl)	4
1565	Michael Powell: Piros cipellők	1
1566	Bozzai Dániel (arculattervezés)	2
1567	Heitler András	4
1568	González Marcell	4
1569	Man­del Ró­bert	2
1570	Éhn Gabi	2
1571	Bozsik Yvette	2
1572	Asztalos Zsolt képzőművész	2
1573	Törzsök Kata	2
1574	csoportkiállítás	2
1575	Bruno Tolic	2
1576	nyelvész	2
1577	Alba Romano Pace  történész	2
1578	Szőnyi István	11
1579	Nikolai Howalt (Dk)	1
1580	Soňa Salnerová	2
1581	Attilio Fortini – Párizs	2
1582	Krámli Márta	2
1583	Ponza	2
1584	Pap Gitta	3
1585	Gáspár Eszter	2
1586	FoToNoIrE	2
1587	François Soulages	2
1588	Francis Palakeel Scaria	1
1589	Prof. Klaus Honnef	2
1590	Agnieszka Brzezanska&Fodor János	2
1591	François Laquiéze  a Francia Nagykövetség Kulturális és Együttműködési Tanácsosa	1
1592	Ivan Dmitrijev	2
1593	Jana ®elibská	1
1594	Birtalan Zsolt	1
1595	Sylvia Winkler és Stephan	2
1596	Gert Riel	2
1597	Angelo de Aquino	2
1598	Kecskeméti Sándor	12
1599	Garami Richárd és Zádor Tamás	2
1600	Jacques Ranciésegrave;re	2
1601	Gelencsér Rothman Éva  művészettörténész	2
1602	Mersits Piroska	1
1603	Rita Bozi	1
1604	Vékás Magdi	2
1605	Bom Noise Session	2
1606	Arshi Ahmed	2
1607	Rácz Má	2
1608	Média és Kommunikáció Tanszék)	1
